stress_id,timestamp,neighborhood,ward,pm25,pm10,temperature_celsius,humidity_percent,flooding_risk,drainage_stress,garbage_overflow_reports,noise_pollution_db,tree_cover_percent,heat_risk_level,waterlogging_reports,environmental_score,latitude,longitude
2a4c97f8-2940-43ec-bfb3-87aefe35953c,2026-05-03 21:41:54 UTC,Bowbazar,47,153.8,189.4,39.4,52.4,1.77,1.93,2,70.3,7.0,Extreme,0,8.42,22.5656,88.356406
a47dae10-f148-4f23-b130-f0dc77a40cb9,2026-04-22 09:54:14 UTC,Gariahat,86,32.0,38.1,25.0,92.6,8.36,9.74,7,87.7,10.0,Low,24,7.12,22.516399,88.37137
f1cc7c1c-d328-4bab-96f9-cb87a0f72bcb,2026-07-03 23:01:53 UTC,Alipore,74,102.1,138.5,31.3,63.5,0.45,1.05,0,57.2,32.0,Moderate,0,4.86,22.525506,88.327987
6558db24-54e2-4330-bf25-b2cc210be2ec,2026-06-22 11:21:18 UTC,Bowbazar,47,85.1,111.6,34.2,72.5,1.02,0.7,0,82.1,7.0,Moderate,0,5.41,22.56707,88.354255
fac94088-c582-4c24-b95c-ee39493fb5b8,2026-04-11 07:53:30 UTC,Lake Market,90,160.1,209.8,39.9,45.7,2.46,2.59,1,62.6,16.0,Extreme,0,8.41,22.511737,88.348092
f4dbd4aa-be35-4990-96e7-6f340120a3a1,2026-07-03 21:57:30 UTC,Salt Lake,31,177.7,280.6,31.7,69.4,0.18,2.91,3,56.7,28.0,Moderate,0,7.0,22.56848,88.420004
775acb31-4599-4f19-805a-b9740781f1a7,2026-05-07 07:30:23 UTC,Howrah,21,36.9,43.3,25.4,96.7,8.88,9.3,6,74.1,6.5,Low,16,6.88,22.592553,88.337865
a2c72849-2c86-42ea-b043-df56377b8aa4,2026-03-27 02:12:11 UTC,Howrah,15,88.2,117.7,31.2,62.2,0.97,1.74,3,75.1,6.5,Moderate,0,5.66,22.589334,88.336094
7b24f8e5-673e-496b-afe7-4416bbdf5605,2026-03-11 01:31:43 UTC,Salt Lake,33,153.4,243.7,29.6,61.0,2.0,2.19,2,58.6,28.0,Low,0,6.34,22.573363,88.411512
9f40e86e-98e9-4192-82cf-76e167de7272,2026-04-18 08:25:49 UTC,Ballygunge,69,122.6,176.4,40.2,48.9,1.0,1.1,3,77.6,20.0,Extreme,0,7.43,22.524744,88.363439
ea98e82d-ae5a-4cc4-b83d-d30adb04bcb9,2026-05-15 06:40:23 UTC,Howrah,20,174.0,212.5,40.3,48.9,0.86,3.09,1,70.0,6.5,Extreme,0,9.18,22.589625,88.330352
ee9e8de1-342f-4c4b-aaf3-a2519f7689e0,2026-05-26 14:30:43 UTC,Jadavpur,99,15.2,17.8,28.6,95.8,6.97,9.75,7,61.6,18.0,Low,17,6.1,22.504549,88.360887
bb14996d-37f3-471c-a24c-d5c3eb8d7034,2026-06-18 00:18:26 UTC,Tollygunge,94,20.6,25.0,24.8,93.9,7.21,7.25,10,66.1,22.0,Low,15,5.47,22.487267,88.345599
b2f278a8-f47b-4d84-ad44-c8b71f6c7975,2026-03-07 23:52:04 UTC,Tollygunge,94,128.8,201.6,33.7,66.0,1.29,3.0,0,63.6,22.0,Moderate,0,6.31,22.483459,88.344166
2557a031-c0ce-4361-a1ee-ebfb6773ac35,2026-04-01 06:07:31 UTC,Shyambazar,11,149.5,202.2,39.3,52.3,1.76,2.57,3,66.5,9.0,Extreme,0,8.41,22.599783,88.3721
2b73052e-d530-4cef-b340-b1863bc9a31e,2026-05-02 23:24:12 UTC,Bowbazar,47,125.6,194.7,39.6,52.4,0.04,0.57,5,74.8,7.0,Extreme,0,7.54,22.562275,88.357325
1a759b31-8fb8-4389-9fe2-559176c0a693,2026-03-27 11:13:35 UTC,Kasba,92,151.8,195.1,29.8,62.1,0.83,1.19,2,74.6,12.5,Low,0,6.63,22.521433,88.384393
acb43e2b-8ff9-4ea3-9a7f-047d59078103,2026-05-24 13:41:11 UTC,Tollygunge,98,177.3,265.5,35.8,48.7,1.37,2.95,3,62.1,22.0,High,0,7.23,22.481847,88.345575
91fcd53e-6fe3-4756-b7f5-508be8c9133a,2026-07-03 02:25:07 UTC,New Town,102,104.7,161.1,32.3,61.7,0.26,2.5,0,61.1,22.0,Moderate,0,5.63,22.587971,88.468987
69eeba6a-737f-4390-9321-132bc68d9874,2026-04-22 10:52:47 UTC,Ballygunge,72,26.3,29.2,27.2,89.5,7.64,8.52,10,79.2,20.0,Low,20,6.27,22.532879,88.363049
a9a1080d-8b47-4283-9478-801686e80aee,2026-06-05 22:03:29 UTC,Kasba,92,101.5,122.4,35.3,71.2,2.48,3.33,0,62.1,12.5,High,0,6.02,22.521111,88.389253
627d02bd-77ba-4038-967c-b104b349b662,2026-04-23 05:16:40 UTC,Salt Lake,30,156.3,232.0,36.1,54.1,2.44,3.3,0,58.5,28.0,High,0,6.73,22.580882,88.428556
656189ca-a066-454f-b814-30115fe29214,2026-07-02 19:16:58 UTC,Gariahat,85,127.6,197.7,33.8,60.1,1.22,1.3,2,84.2,10.0,Moderate,0,6.43,22.519363,88.3677
039bc77c-9d9b-4fef-954e-729c36a1b848,2026-05-07 18:51:01 UTC,Salt Lake,28,27.0,30.1,28.5,96.0,6.53,7.21,10,74.7,28.0,Low,9,5.64,22.56673,88.425964
f0b5fdb2-2358-4ee7-a0b3-0c616b9c7d56,2026-04-15 18:46:55 UTC,Jadavpur,96,132.0,208.3,37.9,48.7,0.66,1.69,1,75.3,18.0,High,0,6.29,22.503244,88.362623
3fb3e286-ab25-49ab-81e8-8663fb172127,2026-06-02 21:30:31 UTC,Howrah,20,91.6,135.4,36.4,79.2,1.25,1.88,3,75.2,6.5,High,0,5.77,22.594337,88.331845
dea34db2-84b7-47fd-ac03-5e808ad77cf1,2026-03-18 16:26:07 UTC,Tollygunge,97,158.8,197.7,32.3,67.2,0.59,1.52,1,64.8,22.0,Moderate,0,6.49,22.489018,88.344151
1b849cbd-d81d-4d37-ae20-6a1a60c4a225,2026-05-13 02:28:17 UTC,Park Circus,60,119.3,188.6,39.4,53.3,2.21,1.96,0,72.5,8.0,Extreme,0,7.76,22.546396,88.367793
fdf481aa-909b-4793-b666-1ce49b521244,2026-03-11 22:40:59 UTC,Jadavpur,96,134.3,198.3,31.3,63.2,1.81,1.34,3,65.4,18.0,Moderate,0,6.04,22.498438,88.37482
f3de9989-394e-4dc9-8ca5-540e86d401f4,2026-03-28 21:09:30 UTC,Alipore,74,122.0,179.9,29.9,61.3,0.88,2.36,1,56.8,32.0,Low,0,5.64,22.530944,88.329293
2aa01504-40da-46df-b9a9-51672d622640,2026-06-25 14:38:08 UTC,Park Circus,64,43.7,54.2,28.4,90.2,9.92,10.0,5,69.9,8.0,Low,25,7.11,22.543841,88.369335
f2987da0-69a7-4959-b938-0a29acea881b,2026-03-21 06:40:10 UTC,Lake Market,90,176.9,247.3,31.6,63.9,1.48,2.31,5,65.7,16.0,Moderate,0,7.22,22.511315,88.349384
d8135fbf-37d1-46b3-bd19-4776196a58df,2026-06-20 19:38:52 UTC,Ballygunge,72,139.6,216.0,32.9,79.8,1.51,1.58,4,73.0,20.0,Moderate,0,6.33,22.526395,88.360177
b8add859-8a79-420c-9a1b-4ac7e1af8d75,2026-05-25 17:17:56 UTC,Howrah,20,100.1,142.2,39.8,45.0,0.47,1.77,3,88.6,6.5,Extreme,0,7.67,22.584031,88.339329
6f599299-a4dd-4c11-998e-b05055d1242b,2026-04-04 10:06:21 UTC,Howrah,15,86.4,108.0,36.8,47.0,1.99,2.47,4,84.6,6.5,High,0,6.03,22.594498,88.327458
eb866fed-8535-4d0c-926d-7fc2d3b8c81d,2026-06-14 11:44:06 UTC,Park Circus,60,162.8,258.7,36.2,75.7,1.02,0.72,4,86.5,8.0,High,0,7.04,22.542476,88.373937
c2f430f3-ac2d-42f1-9f7d-4b1d0d504100,2026-04-15 23:53:37 UTC,Howrah,20,113.3,156.5,38.2,50.2,0.45,1.48,2,76.4,6.5,High,0,6.11,22.588279,88.333282
769f103d-41a7-4435-80ec-a66e36e0a07e,2026-03-16 20:33:17 UTC,Jadavpur,99,83.8,108.9,29.7,62.2,0.95,0.77,1,76.2,18.0,Low,0,5.07,22.490673,88.361571
f5a5cc13-b1ae-4070-b246-bf77adae1443,2026-04-03 18:48:10 UTC,Gariahat,86,126.1,175.1,38.6,53.2,0.42,1.42,3,81.7,10.0,High,0,6.38,22.520126,88.372373
2da54fbf-af74-4ebe-a6a9-be5ac1c41cd4,2026-04-28 14:29:08 UTC,Bowbazar,47,15.3,19.0,28.1,92.7,8.57,9.79,6,73.5,7.0,Low,16,6.57,22.562477,88.36025
45ef8f6e-fca1-4ab5-82d0-19f591f2ac1a,2026-05-12 03:25:01 UTC,Tollygunge,95,123.0,169.7,37.4,49.2,0.6,0.63,2,65.6,22.0,High,0,5.52,22.487319,88.344134
da0af9e3-bb42-47cc-8216-200392fd7538,2026-06-02 08:37:38 UTC,Tangra,57,157.7,205.1,37.1,76.5,0.65,3.03,2,77.8,9.5,High,0,7.43,22.551746,88.394378
fd574e9f-2fd2-4eb7-b712-c36eee459fd8,2026-03-19 06:18:26 UTC,New Town,103,96.2,152.1,29.6,69.4,0.99,1.99,3,64.2,22.0,Low,0,5.37,22.586904,88.457136
939b9ca2-bb70-4017-8811-230282632501,2026-03-11 05:03:37 UTC,Howrah,16,118.9,150.5,34.4,66.8,1.19,2.41,2,71.0,6.5,Moderate,0,6.39,22.578467,88.33493
23ba9cb1-df91-4e2b-ad05-58a70ab7c4b2,2026-05-09 01:01:51 UTC,Behala,119,116.6,146.3,40.0,49.6,2.43,2.54,3,67.0,15.0,Extreme,0,7.63,22.502671,88.318578
e252b5b1-d88f-457f-b2b7-3de3043f8beb,2026-03-31 22:26:48 UTC,Howrah,16,83.0,120.4,31.4,64.0,2.22,0.63,0,73.3,6.5,Moderate,0,5.19,22.58612,88.331069
1a234f6f-cdbf-4dca-8f42-c1715ca94a52,2026-06-23 11:57:10 UTC,Alipore,82,119.3,162.2,36.5,70.8,1.35,3.46,2,68.3,32.0,High,0,6.15,22.528104,88.334477
b30fa144-b481-48ee-b994-65eab0afbaf2,2026-03-22 03:37:01 UTC,Shyambazar,12,86.4,121.4,30.6,64.0,0.81,2.34,5,66.2,9.0,Moderate,0,5.57,22.60064,88.369304
a46f13ff-ac58-4f74-bb12-48909e9b382f,2026-05-25 00:42:02 UTC,Kasba,92,161.8,233.7,37.7,53.1,0.31,2.86,0,61.4,12.5,High,0,7.07,22.515229,88.380585
735a59c9-f719-4f80-8de6-9f5c4d37888c,2026-05-07 09:12:01 UTC,Kasba,92,17.0,21.2,25.6,88.1,7.7,7.85,6,75.3,12.5,Low,19,5.95,22.523073,88.385359
60823626-05ab-4d78-bf7e-18cf06f3b294,2026-06-24 13:11:42 UTC,New Town,103,139.7,186.3,35.8,72.1,1.88,2.02,1,68.9,22.0,High,0,6.34,22.570555,88.47199
2904db94-36a9-4427-beac-933d14400a10,2026-04-22 22:57:45 UTC,Lake Market,88,27.0,31.8,27.3,93.4,6.91,7.2,10,62.0,16.0,Low,14,5.62,22.508253,88.352608
802c9d1d-4688-4f33-83de-0294229c6b24,2026-03-12 12:20:32 UTC,Tangra,57,99.3,122.3,31.5,68.6,0.17,0.93,0,63.4,9.5,Moderate,0,5.34,22.55495,88.388402
bfef8ac4-a77b-40f7-82f8-d08e3ff94464,2026-05-04 23:28:06 UTC,Park Circus,64,161.3,242.2,40.2,46.3,1.4,2.96,0,70.4,8.0,Extreme,0,8.86,22.543304,88.367725
ee2a454f-38ce-4b8b-9f1c-e4f15ba6bb6c,2026-04-24 06:15:00 UTC,Salt Lake,30,149.5,219.1,38.5,47.3,1.88,1.3,2,59.4,28.0,High,0,6.01,22.588023,88.426185
e0851c0d-902a-412b-996f-d9bae7bda133,2026-05-30 00:29:14 UTC,Lake Market,88,101.9,150.1,36.8,48.9,2.18,1.53,4,65.4,16.0,High,0,5.49,22.511264,88.345249
45da16b1-9d4a-4445-a1b8-7a901b111885,2026-03-08 20:36:48 UTC,Alipore,82,118.2,188.3,34.3,61.2,1.3,3.17,5,68.5,32.0,Moderate,0,6.05,22.530059,88.331062
872be6df-6642-4456-92a0-a0e02fa94780,2026-06-28 03:40:42 UTC,Howrah,21,128.1,176.3,35.0,79.8,1.08,1.41,5,70.3,6.5,High,0,6.26,22.588626,88.336776
696166fb-67bb-4c59-946f-3e2f0511d905,2026-04-30 03:57:26 UTC,Howrah,20,93.5,129.8,39.0,46.2,2.33,3.22,3,70.3,6.5,Extreme,0,7.61,22.577905,88.334655
c4cee30e-2612-416e-bfdd-ba8ec9e59a77,2026-05-30 22:18:52 UTC,New Town,103,126.2,187.8,37.7,50.2,2.43,2.3,3,66.4,22.0,High,0,6.1,22.580137,88.445753
7ff709af-4ed2-49fc-8272-70dd0e6556ec,2026-03-11 09:34:57 UTC,Tollygunge,95,168.3,220.1,33.5,65.1,1.48,2.0,1,74.3,22.0,Moderate,0,7.01,22.489898,88.348268
684f0b09-13d1-4803-9f70-392baba69f89,2026-05-09 01:41:54 UTC,Shyambazar,12,159.6,198.3,38.6,50.0,0.35,2.78,3,68.9,9.0,High,0,7.22,22.603847,88.369682
3c48a083-50a8-466b-aa98-1fee1138f348,2026-06-28 06:45:16 UTC,Gariahat,86,99.3,148.9,37.5,78.1,1.83,2.09,4,75.5,10.0,High,0,5.92,22.516866,88.367714
c4b022d9-d182-46e8-9ec6-3ded0ecba9a3,2026-06-16 10:02:49 UTC,Behala,118,114.1,163.8,36.8,77.2,0.04,3.24,0,75.3,15.0,High,0,6.46,22.50478,88.312059
b67178f9-79d2-4f8b-917a-467d11b0315f,2026-04-08 15:46:44 UTC,Tollygunge,97,145.7,181.3,36.5,48.2,0.48,3.4,0,64.0,22.0,High,0,6.77,22.4842,88.349126
5e239a1b-b3fe-4408-aacb-850278fb08fa,2026-05-06 18:41:14 UTC,Howrah,15,38.2,43.3,28.9,89.2,8.06,9.27,10,83.6,6.5,Low,27,7.09,22.584691,88.337778
4a19d981-d93c-4811-9490-91aefab36918,2026-05-31 22:31:16 UTC,Jadavpur,99,82.6,129.7,38.0,48.1,1.22,3.36,0,66.7,18.0,High,0,5.63,22.491415,88.360028
a1526184-1918-40e1-b528-6e1837d310be,2026-03-15 17:41:39 UTC,Lake Market,88,178.8,281.9,31.6,66.1,0.02,0.94,4,73.4,16.0,Moderate,0,7.01,22.512267,88.346574
12082b01-22df-4273-9130-39c6be891445,2026-06-13 11:04:30 UTC,Ballygunge,68,177.2,214.2,33.8,75.6,1.12,2.82,2,80.8,20.0,Moderate,0,7.61,22.533536,88.36916
387463b3-d968-4750-a03d-2625faf29079,2026-04-13 11:14:27 UTC,Tollygunge,98,96.7,136.1,39.5,51.9,0.34,0.89,2,73.6,22.0,Extreme,0,6.73,22.494697,88.344667
c4bf7c2d-9e55-4783-8b10-3638e81bf130,2026-05-15 20:08:27 UTC,Salt Lake,32,121.3,159.9,38.5,53.7,0.95,2.84,1,72.8,28.0,High,0,6.17,22.573972,88.422204
700da66d-2f43-4e22-aa3a-3ecd6c5f007f,2026-04-20 23:11:03 UTC,New Town,102,178.9,232.8,36.9,45.5,0.88,3.18,0,68.0,22.0,High,0,7.45,22.594162,88.465307
eb488ed6-8b47-4a3a-bc3e-8f15cad35933,2026-06-16 13:39:11 UTC,Kasba,91,161.3,249.0,32.7,71.7,0.88,3.23,0,66.5,12.5,Moderate,0,7.28,22.518054,88.381283
6a8b4945-2c18-4988-97dd-33654cf23748,2026-06-06 19:09:05 UTC,Park Circus,60,171.7,239.8,36.7,73.9,0.89,0.87,2,85.3,8.0,High,0,7.24,22.545227,88.369865
7a412204-0b74-4213-a108-bc691c86d637,2026-04-16 01:58:57 UTC,Gariahat,86,170.2,253.5,40.4,48.4,1.57,2.57,3,76.9,10.0,Extreme,0,9.01,22.517207,88.365411
61ba3bd7-a00c-47d1-9c07-a3de25bbe45f,2026-03-25 19:50:56 UTC,Park Circus,60,143.6,224.8,33.6,65.1,2.0,1.8,0,87.8,8.0,Moderate,0,7.01,22.544606,88.367254
afe59e61-e5ff-40fc-bfe5-1511054b31b9,2026-06-16 03:31:57 UTC,Salt Lake,32,92.6,117.9,35.3,77.9,1.06,1.16,1,57.4,28.0,High,0,4.79,22.586819,88.432187
9b2ce3ee-c5e6-4c8b-8710-58215c1e8213,2026-05-03 18:33:27 UTC,Howrah,15,167.9,257.7,36.4,49.5,0.76,2.56,4,86.7,6.5,High,0,7.73,22.592977,88.335693
144f8f8c-f9da-4e99-90d9-83cf6323a4f5,2026-06-26 00:30:24 UTC,Gariahat,85,173.4,238.0,37.1,77.2,2.37,2.27,1,71.3,10.0,High,0,7.38,22.518712,88.372294
90b3533b-c216-401a-b4e4-7cfac517b118,2026-04-17 23:46:04 UTC,Park Circus,64,89.8,131.2,39.9,47.3,1.95,3.14,1,71.7,8.0,Extreme,0,7.51,22.544729,88.368734
8257f72b-130a-42c4-a85b-17ba903daecc,2026-04-03 14:06:45 UTC,Howrah,20,149.3,214.2,38.1,54.2,0.24,1.07,0,75.1,6.5,High,0,6.68,22.590658,88.324208
825c8ba4-5087-4cdf-908a-40cd82dfea92,2026-03-23 02:28:47 UTC,Alipore,74,91.4,133.3,33.1,60.3,2.35,3.46,3,59.5,32.0,Moderate,0,5.42,22.528013,88.331703
af3fa5a5-e33b-4829-bf06-6a222a914240,2026-03-22 15:51:25 UTC,Bowbazar,47,118.9,184.4,32.2,63.9,0.03,2.64,3,70.2,7.0,Moderate,0,6.43,22.567877,88.358713
c73db616-0b02-4126-a9d7-7534b07332d1,2026-06-27 06:53:15 UTC,Tollygunge,95,177.3,235.1,34.9,71.1,0.66,2.68,4,63.1,22.0,Moderate,0,7.17,22.486612,88.344283
aea5b0bc-4f45-4c28-bc30-ad5189c6d11a,2026-04-05 23:14:59 UTC,Bowbazar,47,160.0,196.9,39.3,51.0,0.41,2.75,2,70.0,7.0,Extreme,0,8.79,22.566226,88.353311
8ad8ca75-9f16-4397-8768-a3d0ed908b1b,2026-06-03 03:08:41 UTC,Bowbazar,47,171.7,245.6,36.9,77.4,2.3,1.74,1,75.1,7.0,High,0,7.32,22.56549,88.357782
f0135d3e-7857-4ca0-ad1c-a76bf38b4ff8,2026-05-20 13:38:16 UTC,Gariahat,86,158.4,216.5,35.9,52.3,2.21,0.57,1,73.3,10.0,High,0,6.6,22.518556,88.374944
7ad752e3-5c8e-4942-9cf0-fbfa175fb33d,2026-05-19 22:05:38 UTC,Howrah,20,109.0,169.2,40.2,52.6,1.51,1.04,2,70.2,6.5,Extreme,0,7.27,22.579263,88.32432
a9b44cd8-8a01-4618-a2d2-c579d6ccf004,2026-03-28 21:02:38 UTC,New Town,102,96.1,131.2,33.2,64.3,1.76,1.16,5,65.8,22.0,Moderate,0,5.15,22.580915,88.449141
b0c7281f-44da-40cb-9b18-222e90c4d98f,2026-05-09 05:34:45 UTC,Tangra,57,171.7,261.1,35.9,52.6,0.71,1.41,3,62.4,9.5,High,0,6.91,22.553741,88.390386
1fc51277-e39c-454d-8409-0867d80cccac,2026-06-14 16:07:05 UTC,Park Circus,60,143.5,216.8,32.9,70.4,0.83,0.7,3,72.9,8.0,Moderate,0,6.38,22.541714,88.373174
4ac2cd08-b014-4c64-9554-1cc1dd6d197c,2026-06-19 06:53:01 UTC,Howrah,15,122.0,181.4,32.6,72.0,2.33,3.39,3,75.6,6.5,Moderate,0,6.84,22.594469,88.32693
f6cc79f7-c0c8-4ba5-a308-03fc2c61d1df,2026-05-12 02:02:03 UTC,Gariahat,86,150.5,199.9,38.3,46.8,1.75,1.88,2,72.5,10.0,High,0,6.82,22.516085,88.37158
201682ea-7aba-4517-91a7-d505f745fae5,2026-05-09 13:26:59 UTC,Shyambazar,12,157.2,238.5,36.3,46.8,2.24,3.15,6,67.5,9.0,High,0,7.26,22.599122,88.368532
9ca6c9eb-1963-4e3a-8acc-ef67c25b4c26,2026-05-30 06:39:28 UTC,Tollygunge,94,80.4,108.7,38.2,47.3,0.54,0.63,1,66.4,22.0,High,0,4.69,22.487173,88.346958
a51ca7d6-37e9-4b79-9d3b-632a6c1f1f60,2026-06-10 13:34:36 UTC,Alipore,82,18.2,23.3,27.7,89.5,7.46,9.11,9,59.7,32.0,Low,8,5.65,22.52928,88.326519
5f179118-dd0f-4247-9cc9-31f2377405fa,2026-06-04 03:43:12 UTC,Park Circus,60,109.3,141.0,35.0,73.4,0.72,1.44,1,72.6,8.0,High,0,5.91,22.543727,88.372953
b71d03e6-c81c-4367-909f-e0c25761fddc,2026-06-09 17:12:50 UTC,Howrah,15,139.9,198.5,36.8,78.0,2.3,1.85,0,84.5,6.5,High,0,6.91,22.590403,88.337139
449f91ae-e2f5-4e40-ad04-b98d8511a1fa,2026-06-23 19:32:03 UTC,Lake Market,88,88.6,139.9,36.6,77.4,1.86,2.88,0,75.9,16.0,High,0,5.83,22.509216,88.351977
4950bd9f-5852-49b6-bfd5-83e5bfe188f7,2026-06-30 14:53:27 UTC,Gariahat,85,44.1,56.5,27.5,91.4,9.53,7.71,4,69.0,10.0,Low,8,6.38,22.517306,88.373875
a993b42c-b31a-4f7d-9fd1-c4b34de70f9b,2026-06-16 19:40:14 UTC,Howrah,20,122.6,183.4,35.5,71.9,1.66,2.12,2,86.8,6.5,High,0,6.69,22.584701,88.320847
9ca9bed0-60b0-4aa8-bf86-c5e27baef0e5,2026-04-20 10:42:12 UTC,Alipore,82,80.3,105.8,35.5,49.8,0.83,2.6,2,74.6,32.0,High,0,5.24,22.534002,88.325943
27a4b2e8-6527-4177-857c-053122661b84,2026-03-19 18:09:05 UTC,Behala,118,144.9,217.5,32.6,63.3,1.99,2.35,2,73.8,15.0,Moderate,0,6.78,22.502562,88.305549
2a264e06-e326-4aeb-83c0-496cc47a066d,2026-04-27 03:48:04 UTC,Gariahat,85,165.5,258.9,40.2,46.3,1.85,3.37,0,69.7,10.0,Extreme,0,9.02,22.515458,88.367098
1240638b-edc1-4daa-829a-8a68253c0d32,2026-03-12 11:53:11 UTC,Jadavpur,93,82.1,112.0,33.9,63.7,0.48,1.85,2,78.6,18.0,Moderate,0,5.41,22.499706,88.374489
9063a6ee-2801-4cbb-853f-c5dca3c426a3,2026-03-13 16:38:20 UTC,Bowbazar,47,91.0,113.9,30.5,62.8,2.31,1.07,3,74.6,7.0,Moderate,0,5.49,22.571423,88.3529
bcc18380-d961-4cdf-ab06-9810bea9f993,2026-06-20 17:04:29 UTC,Kasba,92,109.1,170.3,32.7,79.0,2.45,2.26,3,75.0,12.5,Moderate,0,6.11,22.516431,88.38738
a0173654-6ef5-4a07-8259-2bf973be6731,2026-06-12 01:31:03 UTC,Park Circus,60,108.2,156.0,36.4,78.8,1.54,2.42,3,74.1,8.0,High,0,6.21,22.54434,88.365554
fb1967c6-da1e-42fe-8a99-937a1c27ae40,2026-04-06 04:57:36 UTC,Bowbazar,48,103.5,162.5,40.1,48.6,1.97,1.91,0,70.0,7.0,Extreme,0,7.4,22.564483,88.354498
b2dfe56e-c225-44bb-a575-fc21817a0025,2026-04-04 02:11:09 UTC,Behala,120,150.5,212.5,36.2,53.2,1.79,0.58,5,68.6,15.0,High,0,6.26,22.49836,88.309012
6b109f80-129e-4abf-961d-d89248044673,2026-04-09 22:27:20 UTC,Park Circus,65,174.9,214.5,37.3,50.8,1.82,0.95,1,70.3,8.0,High,0,7.03,22.546569,88.367285
08e41f57-3c42-4029-bda6-ab99d83225cc,2026-04-05 14:56:22 UTC,Tollygunge,95,84.2,107.6,37.7,50.6,1.15,3.15,3,61.1,22.0,High,0,5.41,22.491579,88.34919
546713f1-37fc-48ea-bcb0-87f119b53a30,2026-06-16 01:07:24 UTC,Jadavpur,99,131.8,207.3,35.0,71.6,1.59,3.31,0,67.6,18.0,High,0,6.62,22.504411,88.364676
ffc14d0b-088b-4f66-a3b7-1e960446678e,2026-03-18 01:40:11 UTC,Gariahat,85,149.5,185.9,29.7,60.7,0.99,2.17,3,70.7,10.0,Low,0,6.85,22.518688,88.366645
8a698cb7-d062-4537-8137-9e3b58de9db5,2026-03-08 13:01:40 UTC,Kasba,91,108.9,145.9,32.2,61.4,1.85,1.59,3,67.3,12.5,Moderate,0,5.75,22.51906,88.389267
f7c7d87f-7ea7-4b98-b2e8-f23ea1cdf588,2026-06-22 08:16:53 UTC,Salt Lake,30,118.5,149.1,32.5,79.8,1.29,2.4,3,71.1,28.0,Moderate,0,5.95,22.581713,88.422257
fee6898a-b14d-4a45-bd5e-27b8dbc1bd98,2026-06-11 12:55:50 UTC,Behala,120,30.0,35.8,27.4,92.4,8.72,8.21,3,65.1,15.0,Low,22,6.07,22.501857,88.310813
5c221ee5-a656-4709-82a4-beae456afe71,2026-05-15 11:39:54 UTC,Howrah,21,131.7,201.8,36.3,45.1,1.93,2.95,3,81.1,6.5,High,0,7.01,22.580278,88.3312
94314eaa-fe9e-4bca-b5fd-0c48cfb663be,2026-03-10 08:03:45 UTC,Lake Market,88,138.1,195.9,30.9,67.2,2.37,0.54,1,75.4,16.0,Moderate,0,6.11,22.514133,88.345083
c85f1826-4023-4656-8b6d-e4ec9b6917c8,2026-04-14 11:17:32 UTC,Kasba,91,123.7,178.3,38.9,52.1,1.46,0.68,2,76.1,12.5,High,0,5.95,22.517039,88.382985
41c0efab-d9ed-4eaa-809a-2f76877022fd,2026-03-26 16:26:54 UTC,Bowbazar,48,105.0,151.6,31.3,63.2,2.5,0.95,0,72.3,7.0,Moderate,0,5.69,22.567104,88.355114
641fafd9-e9bd-4547-b804-cfdcb5ea9039,2026-04-03 23:40:36 UTC,Gariahat,86,90.2,127.2,40.1,48.9,2.39,3.33,2,73.4,10.0,Extreme,0,7.57,22.518129,88.370404
a1484db2-9894-479a-b3f6-bc3343efff91,2026-04-17 22:25:42 UTC,Ballygunge,72,98.1,126.8,37.2,54.2,2.37,1.95,1,65.4,20.0,High,0,5.46,22.527289,88.363188
9566dda6-fe18-4937-8a64-05cd9deaf5c8,2026-05-05 13:27:48 UTC,Ballygunge,68,178.1,282.2,37.9,48.7,1.38,1.36,2,63.7,20.0,High,0,6.84,22.524173,88.363982
07a09b99-fd8b-4c25-b7e2-b0addb3b41b1,2026-05-09 07:44:55 UTC,Salt Lake,32,144.0,217.9,39.8,49.6,1.33,2.11,2,60.8,28.0,Extreme,0,7.67,22.586888,88.40957
9337b7b0-6c18-482b-b730-13f00ce4f9ec,2026-05-21 01:36:20 UTC,Tangra,57,40.0,50.6,26.8,89.5,8.01,9.21,8,62.7,9.5,Low,11,6.63,22.552545,88.388907
9f1a2e01-9b80-4511-8226-cf9c84031084,2026-05-07 04:21:08 UTC,Jadavpur,96,24.2,27.6,29.1,90.3,8.16,8.66,7,66.5,18.0,Low,18,6.05,22.494951,88.373922
034e3087-84bc-4bea-8bd4-6b5eaca11787,2026-05-29 21:50:24 UTC,Alipore,74,109.2,158.8,35.8,49.3,2.36,0.93,0,61.8,32.0,High,0,5.06,22.534728,88.3328
b72b6d1a-d4b0-4096-9bbf-9bec83b92661,2026-03-29 04:56:05 UTC,Park Circus,60,165.6,249.8,34.5,63.6,1.91,0.79,4,73.2,8.0,Moderate,0,6.85,22.538178,88.372802
70dfc55a-20ec-4881-8119-e7fd1bb434a0,2026-04-25 07:08:56 UTC,Alipore,74,152.0,231.9,38.5,48.7,0.46,3.19,4,62.3,32.0,High,0,6.6,22.528551,88.329826
e2a60d36-feab-41cc-9cd4-59f7232ba45c,2026-06-22 19:22:40 UTC,New Town,102,153.0,221.3,37.0,74.9,0.59,1.73,1,73.2,22.0,High,0,6.6,22.580729,88.473456
